text	labels
Sort of like minecraft, but i like the gun and skin ideas. I like the pets too, but whenever i have over 300, there are eggs that need only 200, and I CANT OPEN THEM! Fix this bug pls.	Bug
I think is good	Other
This game is the best game ever I love the pictures,the weapons and the modes loves it  sooo much	Other
I think it is going to be oseime	Other
I think u should give it to people	Other
Love it when it was time to kill other players	Other
So amazing and fun. Although it is hard to get coins and gems	Monetization
This game sucks ass	Other
I love playing this game 💖	Other
This Game Is Cool But It Needs To Give U More Money In Games	Monetization
It good for me that I play it all the Time	Other
Awsome	Other
Good game i hope they show more new pixel gun pixel gun is the best	Other
Cool	Other
it was good i like the gun in it i thing you guys should add more	Other
*cough* I lobe it	Other
This game is good	Other
Great Game! I love it! But can you please add gems to the clan chest,  like 3 maximum per chest? It is a well platformed game and everything is amazing, but please add gems to the clan chest!	Other
Its fun and its has cool gun	Other
Its super good	Other
Kenhale   It's   Awesome  do pixel gun 2d the gun firebrand	Other
It has the best gameplay and good zombie mode	Other
Legendary it's incredible	Balance
Thom	Other
I like this game Cruz its fun	Other
I Thinks it's a great game just costs too much data to use	Bug
I am adickted to this game	Other
Great Shooting Game To Kill Time👍👍👍	Other
Great game nice design excellent grafics. As far as all the people complaining about gems and coins being to hard to obtain, please disregard them. If they were any easier to obtain then you would advance to easily and quickly. Great Job Guys	Other
It's great	Other
It lags sometimes but great game	Other
Good game by 1 it has so many guns.2 you have to work to get coins	Other
Its been so long sence I played this	Other
Really fun	Other
The best game ever	Other
Namely, the thunder hammer that costs 999 coins.	Monetization
Great game	Other
It is fun except I lost 260 gems	Bug
The best game ever	Other
Hate it	Other
Trop  cool	Other
Its fun	Other
The best	Other
So fun the best game so far  But it crashes too much And it crashes everytime I try to play block crash :(	Bug
Good game play perfect shooting and it doesn't lag or crash while in game	Other
Acto para hacker profesionales	Other
Hi I have to charged	Other
IT TOOK SO MUCH OF MY STORAGE	Bug
This game is so good	Other
I LOVE This game so much!!!!!!!!!!!!❤❤❤❤❤❤	Other
I like it when I Get hit I strike them and I actually combat someone Gud then all of You guys I lost tho he strikes me like almost 20 times I said he has a his gun this game amazing I have it a billion hearts to increase my support to u	Other
The best game ever	Other
It is awesome	Other
Nice and good game	Other
PLEASE unban no cheats PLEASE sorry PLEASE	Other
Great game addictive	Other
Its the best ihave cool guns	Other
I have been playing this game for 4 years :D	Other
I think this game is top 1 best guy yah	Other
can u plz get me a thing	Other
Best game ever played	Other
Its a way to get revenge on your friends but not in real life.	Other
This is a great game and all but why am I the one who has bad graphics??? I saw my friends graphics and there were AWESOME, but mine aren't?	Graphics
I love this game it is awesome	Other
I got a parrot and i accidently pressed train and i was gonna use the coins to get a new gun that was 70 coins and i had 64 and it took 50 coins away from me when i never wanted to train the parrot	Other
It s good And the. Game	Other
Simpler to minecraft	Other
HORRIVEL!!!! TEM UM JOGO CHAMADO JOGO DA MORTE ELE TE DA ARMAS BOAS E PROS OUTROS RUINS E QUANTO VC TENTA MATAR OS OUTROS VC DA 35 TIROS NELE E ELE N MORRE E AI O ADVERSARIO TE DA 3 TIROS COM UMA ARMA HORRIVEL E TE MATA!!! PIOR JOGO!	Other
This game was awesome sauce to my cat for my grandpa my knee implant	Other
This is the best game ever 🤙🤙	Other
It's cool!	Other
I like the game	Other
The game keeps crashing for both me and my friend	Bug
It's an amazing game for people who like Minecraft and first-person shooters. Take note... it gets hard at level 7 and up	Other
This game is also really good but its still pixel .Awsome game	Other
Cool game wow just so amazing thank you so much 😂😎😎😎😂😂😂😆😆😆😄😅	Other
This is nowhere like Minecraft retards this is one of the best games ever	Other
It's dope ass f	Other
I was playing  a gam e and it kicked  me off	Other
could be better	Other
ITS AWESOME but I hate the when you leave the game and they take you troupes so pixel gun if your reading this can you take that off please	Bug
Best time tacky rubber band ligation is one of the most popularmusic and you are in the video game industry has been the video game industry has been   the video	Other
I love it it's so fun	Other
love the game ❤❤❤❤	Other
It is a great game	Other
It's awesome	Other
The game is so awesome it's challenging and fun.	Other
It's a very great game. No lag or any other problems	Other
I love this game and if you read this then you should play this if your not sure. This includes WARFARE, PEACE AND OTHER MINI GAMES😃.  The BEST GAME IN THE WORLD.  Go away poke'mon. (My perspective)	Other
Supper cool the best	Other
Guns death it's so cool	Other
Great	Other
Cool its cool and I like it	Other
Can i play Pixel Gun with an Ipega or other controler?  Consigo jogar com um Ipega ou outro controle?	Other
Cool	Other
Cool gun and weapon that best games	Other
I think you should have a race in the game because then you could go back to the game.	Other
I loved this game since i was 8 it is the beeest game i have ever played but with the rewards if there was more chance for the good stuff that would be great since i did spend over 99 gems and got gold and free spins but apart from that, i love the game and i recomend it for everyone and also you get free gems when you rate isnt that just cool.	Monetization
This Game Is Cool	Other
As good as mincraft	Other
I like it because you can play online against people and its just  existing and you can get coins and diamonds	Monetization
Ur the best please make more	Other
It's the best game on the world.	Other
This game is really fun to play, its just like Call of Duty just on a phone and pixelized. Overall download it.IT'S LIT!!!	Other
It is so fun	Other
Very good impressed with graphics also it does not lag	Graphics
It a fun game the best game ever	Other
There is times when the game will Glich and times the game will be amazing	Bug
It is the awesomest game!	Other
This game is relly fun I love this game	Other
Ever since I uninstall the game when I redownlaod gave me back my progress however the new update made me lose all my progress	Bug
It's really good the controls are kinda hard to play with but keep it up😀	Balance
I loved it	Other
Love it sooo much	Other
Weapon balance throws this game completely off.	Balance
It's the bestest game	Other
I love this game	Other
Love to this game	Other
It fun	Other
The best u can play so download it  will make your life better	Other
Very Cool Game I Play It Every Day 100% Would Download It	Other
You guys changed it a lot	Other
I love game it is so fun and good wepons.	Other
Its Amazing I Love It Just can you add voice chat please i love to hear kids get reket and talk plz	Other
It's really awsome	Other
Its Very fun everything of this game except for the cost of guns you need gems for please lower it. it is to hard to get gems. Thanks for the change. Now, the problem is he weapons that cost coins are too op.	Monetization
It was Silk here Awesome	Other
I love the creative guns in the game and how mostly nothing cost money	Monetization
Best game ever great servicemen and good tips iblove it looking forward  to the new updates!	Other
This game is so fun too play with friends And family 😀😁😊☺	Other
Good enough but you guys need a faster way of leveling up, thank you so much	Balance
Best shotting games	Other
I want this because it give some level very fast	Balance
You took my money so I hack you and got banned I hate this game plus I pay but never got it back and fix the sync data now!!!!!!!	Monetization
Just wow	Other
The game is very nice and the controls aren't that bad	Other
This is a best game ever	Other
Loooove!! It	Other
It is awesome very great and addictive	Other
it's  fun	Other
It's easy to play if you get use to it	Other
Love it	Other
This game is so fun	Other
I love this	Other
Its so fun	Other
This game has beautiful graphics, awsome guns,good maps, and more!! I love this game!!	Other
Great game better than the last but t still takes years to level up and get weapons	Balance
It. Is the best game ever maid	Other
This game is awesome	Other
"It is a great game the guns are good but they need to add the campaign lv that said ""coming soon""."	Balance
The best game ever	Other
Everything is overpriced and if a teammate leaves then you're penalized for it they don't even it out they don't wait for someone to join between rounds they just make you pay for it even if you have a shit ton of kills and push capture flags/push the payload/etc. Wow also I just won hunger games with 3 kills (2 other people got 1 each) and got 30 trophies and lost team death match and lost 49 trophies seems logical	Balance
This IS AWSOME, I CAN POSSIBLY BUY GUNS IN ONE CLICK, but i hate advertisements	Monetization
My cousin plays it I am downloading it	Other
It's Cool..	Other
This shows a lot of cool things	Other
I love it it is fun to play with your friends	Other
Good game. I will give u an idea: add a gadget that makes you like a ghost , in other words, making possible pass through walls.	Balance
It is so coool	Other
It's the best game I've ever played	Other
I would love it if you could give me and some other leaple lots of mony and diamonds Pleas becouse i really need some luck mqn so please help me	Monetization
Its a good game with good guns	Other
It's cool	Other
I really like this game because it has great equality and it's very unique. One problem is that the weapons that cost gems are so Expensive it's a problem plz fix it.	Monetization
Well it's not the same as before...this new gun level sucks....i didn't like the armor update how can a low level kill a max armor so fast i mean it's a waist of time to max armor now...the guns a waist of gems to the ones that bought it before the update...you practically made people quit from what i noticed...no matches found....lol kinda sucks now and reinstalling it back after sometime just isn't worth playing again.....RIP Pixel Gun 3D....	Balance
This is a good game u should try it out	Other
It's cool and I like it	Other
I like it but y can't u get ur saved game and transfer it to another phone PLz fix	Bug
It is so cool It is the best game ever	Other
It's an amazing app if you like this sort of thing, you can play with friends, family, and thousands of players around the world. I say download it but just be careful of who you speak to and how	Other
Cool	Other
Very good game and tought	Other
The game is fun	Other
Best 3D, multiplayer game ever	Other
It's the best game ever	Other
I really like this game. I tried this because of reminded me if fortnite, and I absolutely love it! The graphics are awesome and it is very addictive. I recommend this to everyone who is looking for a good shooting game! 😊	Other
"This game had its chances to be good now what's left of it is a broken down,cheater filled gun,blinded by many because of how ""great"" it is,used to be fun but now filled with hatred of anger,pieces of garbage of all,harder chances to be a good player but loses it in every update,terrible game i have ever played this game made me broke my tablet few times of anger pls for the love of God uninstall this horrible game i know you may have few regards depending on you time of this ""game"" but if you start to break screens on your device then you know what's the option there."	Other
Cool	Other
This game is cool	Other
It's the best	Other
It is awesome	Other
I HATE YALL I LOST MY ACCOUNT IT WAS °♧°PLAY []HARD°♧° LVL 32 I WANT IT BACK	Bug
Fun addictive and easy to play	Other
I love it and  I got  a  cool guy	Other
It's too hard to get coins you either have to spend twenty nine million days grinding just to get a decent amount of coins	Monetization
Best game ever and best graphics 5 stars	Other
Better than good	Other
I think I should have my acc back I spent money on this game and I got banned ole give me my acc back	Monetization
Its so cool	Other
This has to many up dates and people who are inappropriate for younger kids also people that that talk about people	Other
It is poop😬	Other
I  LOVE  IT  IT,S COOL .	Other
It's amazing	Other
It great anyone would play	Other
Hate the new up update too expensive	Monetization
I like the way they put the pets they are so cute	Other
I like this game but can you guys put back the old song in pixelgun3d plaese  i like the old song the 110.0 song plaese	Graphics
Its the best game ever	Other
Best game ever played	Other
Older Version was better now they made it worse weapon upgrades costs more and i lost half of my data when i had restarted the app even tho i had sync my account. Now i lost gems that i had bought and i am mad.	Monetization
Its nice	Other
GOOD SKINS there r many skins u can make or get from da game	Monetization
This is very good	Other
Family fun	Other
the best gun game i have ever played😃😃😃😃😃😃😄😄😄😄😄😄😄😄	Other
It is AMAZING!!!	Other
This game is the best I can play it for 1 month straight	Other
I love it, I love the gameplay and the graphics and fps, I recommend it. But one thing is, when I first got the game I think I liked it a little more. I love the new skins an guns but, some of the best guns like the one shot people like the ghost lantern, is way less powerful. And the prices for the guns I think is too much for how much coins you win in a few matches. It's ok if you don't change.	Balance
really good and fun, graphics are good, and guns names and designd are really creative	Graphics
The I'm am really good at this game	Other
This game is so fun!	Other
Its a good minecrafty feel and the graphics and maps are awesome	Graphics
I like very much this game, is awesome	Other
This game is ok.	Other
Sweet game, I love how when you level up ypu earn a reward, also the game is basic gameplay, it's not hard.	Balance
It's the best thing in the worlx	Other
This game is a very enjoyable one but I have a few ideas so please listen to the following and take it into consideration :(1)please make each gun better when upgraded(2)have a higher amt.of coins rewarded in each game played (3)have a daily reward(4)allow players to actually get a gun in the lucky chest instead of ssooooo much times of getting 5,3,10 coins and gems(5)have players get gems when playing(6)have to play with other players on your level........   Thanks for understanding :) :3	Monetization
It's great for youtube game play	Other
This game is cool and fun to play	Other
Fix the lag that's it	Bug
TOO AWSOME SO GOOD GRAFICS AND GAMEPLAY I JUST LOVE IT !SHOW LOL	Other
Mm yes it's good but it won't let me play.😭😭😭😭😭	Other
It's a great game 10 out of 10	Other
Its Ok...	Other
U get hacks and people get mad its funny because they cant get hacks. Hahahahahahaha	Other
Make stuff cheaper for the noobs	Monetization
Cool😎😎😎😎😎😎😎	Other
It's a good game but Parker challenge sucks you should make Park Court challenge easier	Balance
I love this game. One of the best I've ever played. But why do upgrades to guns cost a lot now!? They cost more than the actual weapon! Doesn't  make much sense.	Monetization
Its cool and reminds me kf retro ga.ws	Other
It's cool	Other
It is awesome	Other
This game is so cool u can kill and do all kinds of stuff	Other
I Play This Everyday it is awesome	Other
Download now	Other
Its good but you should make it easier for you to obtain gems	Monetization
A great game more people should play it	Other
I Love You Even Though You're A T Rated Game,You Should be Rated E10+ Not T	Other
awesome i have nothing else to say	Other
This is the funnest game ever got I ever played and it's really addictive	Other
It is a cool game	Other
this is actually good! I Got Addicted to it 😇	Other
The people follow me and am dead	Other
Cool	Other
This is personally my second favorite game	Other
AMAZING LOVE IT!!!!	Other
I loved how you put so much time to making the guns and maps	Other
I totaly love the texture and all the gun s and also xdd wepons i olmost have all the wepons in the game this is the baest game ived played	Other
This is a very fun game like when I was bored I all the time played this game.	Other
Awsome	Other
Loved it soooooooooooo much	Other
Its good	Other
good game beeds work tho	Other
Is cool and now I could meet newith friends and play when I'm bored and ima rate to 8	Other
It's so amazing i love that you added seige to this . buy mabye you sould add i don't know......less bugs	Balance
You will not rorget getting the game	Other
This game sucks	Other
Awsome and fun	Other
I raged I left I'm comeing back so hello again YT_Pixel gun sub	Other
This game is perfect for me	Other
Chico👌👍👍👍👍	Other
Cool	Other
Its well uhhh	Other
I think this game amazing cause the graphics  coooooollllllllllllll🏅🥇	Graphics
Block city wars is better and I could hack this game to get all the best wepons	Monetization
Hello, Pixel Gun Creators I was wondering if we can have this in the next update. -Send gems and coins to friends -Daily Reward(I'm not talk about lucky chest).  That's basically it please add this because it be very revolutionary and to help the players that can't afford a play card to buy.	Monetization
It so great that I want to play vey time I see the app or think about i but can u did the controls a little bit thank you it's cool game	Balance
The best game I ever play	Other
Cool	Other
Its cooooool 😆😆😆😆😆😆😆	Other
This game is addictive and fun from the very start, with amazing controls and balanced gameplay everyone can enjoy! Highly recommended for passing the time ^^	Balance
I love this game but one thing gems are to hard to earn free and all the cool guns need gems it would be cool if you could use coins to get gems and gems to get coins. But great game i love it	Monetization
Best game I wish you can gift other friends coins or gems plz	Other
It's pretty 😎	Other
I really liked this game lime the maps and zombies	Other
So fun I wish you could get 10 coins	Other
Tell us what you think	Other
I 💘 this game	Other
Sorry if I put one star but is super great	Other
It's cool fun game and Interactive that's what I have to say but ya I love the game 😁	Other
I love this game so so much	Other
Love this moltikeplayer some much fun	Other
This game is great	Other
It's giving awesome	Other
Me gusto mucho	Other
It's like Minecraft with allot of minigames	Other
Love this game, just wish there wasn't as many ads.	Advertising
This game is like minecraft and call of duty combine	Other
Could u add more gems to the game because it's so hard to get gems and could u make it so the guns cost less because it took like 20 levels for me to even get the hellraiser	Monetization
top top top	Other
I like this game allot	Other
its cool	Other
Cool	Other
Supper cool	Other
I love this game that I play it everyday.	Other
The best gun game	Other
I like this game. Or at least I try to like it. Why is it that you insist on making weapons that one shot and are hard to get for players who don't try to invest money in this game? Why do you insist on being money hungry? The only way we can balance the game more is 1.make some gem weapons decrease in cost or pay in coins 2.make the event weapons and chests easier to get for no money players. This would mean that players who don't like investing money can grab these event prizes a lot easier 3. Make parts and gems a lot easier to get or 4. JUST REMOVE THE OP WEAPONS OR AGAIN MAKE GEMS EASIER TO COME BY OR MAKE WEAPONS EASIER TO GET!!!! Believe me. If you don't fix this balancing problem soon, the amount of players you have will decrease. Or just listen to your fans more. They have great ideas on how to fix this game and your ignoring their advice. Just nerf everything actually. If it is so hard for you to remove op weapons or make gem currency easier to come by, just nerf every op weapon.(sigh) my god have you guys even played the game at the start in its current state?	Balance
It is a very awesome game to play	Other
This game is amazing	Other
Can I please have my account back I feel for a scam and I got banned... so please can I have my account back	Other
Please, Please make it so it doesn't use all your memory, I had to delete almost ALL of my apps just for this game, just wow.	Bug
Pixel Gun 3D is the best game you ever see in your life	Other
I didn't get my gems from the free gem thing I worked Sooo hard for a level 10 ten thing in that terrible Final fantasy game	Monetization
I love it because I love challenging but the one thing is you can't pl ay with your friends because their to high level or something	Balance
Please download  this is the best game ever	Other
It's    Sooo fun for call of duty fans	Other
Cool 😁	Other
This game is the best game I ever played	Other
I'm in love with the game but plz add a pikachu template	Other
Its fun you can kill people its funnn	Other
Awesome game!!, Lol	Other
It's so so so much fun!!!!!!!!	Other
King of pixel gun 3D	Other
That's it	Other
It's really fun :&gt;	Other
Greatest game evar	Other
Free and cool	Other
Its the best	Other
SUPER AMAZING GAME GET YOU MAD SOMETIMES BUT A GREAT GAME	Other
i thik peaple are stupid like brayden to waste money onthisn stupid game	Monetization
I love this i really support this game 😄😄😄	Other
Cool game Cool guns Cool mode All I like basically	Other
Trop cool	Other
It's cool	Other
This game is everything i had it for 2 years❤❤❤	Other
It's fun	Other
Amo	Other
it cool because you can play with your friends	Other
This is a joke I had the prodo type and the flag keeper and now I don't!!!!!!	Bug
Awsome	Other
It's fun and cool	Other
It's fun	Other
BRB I PLAYED THIS GAME BEFORE BUT THERE IS TOO MANY ADDS 😠	Advertising
Some of the guns are to overpriced because after u buy them they usually suck but a very fun game	Monetization
It's kind of good and kind of bad I'm kind of bad at it but I think other players look great at this game so I go with them.😄	Other
I got the game today and I had to erase all or my games and now I have two games	Bug
I love the game	Other
Me gusta mucho	Other
Love this games	Other
This game is the bast	Other
It's just omg it's amazing	Other
Yo this might look like a boring game but like they say dont judge a book by its cover	Other
This game is the best in world can you make for ps4	Other
This game is great	Other
Every update, you lose all your weapons and gear. And full of online daters. Would be a better game if without the greedy developers.	Bug
You can shoot	Other
it so cool	Other
This game is the best	Other
I love this game	Other
It is the best game in the world	Other
It's awesome	Other
It a very  very very very very very very very very  cooooooooool game 👌👌👌👌	Other
It's easy to control	Balance
I love this game is the best. Because its soy fun to play.  And you can play whet freands.	Other
Osum I like this game	Other
It so much fun!	Other
I love playing it	Other
This game is the best	Other
I like it but they should put a thing with dumbies like in the begining when u first get it so we can test them on the dumbies	Balance
This game is fun!!!!!	Other
It as the best shooting game ever	Other
It's a Great game	Other
Love it best game in the world	Other
It is ok	Other
Good game I just like it how the old way was	Other
It is so fun	Other
Good time passer	Other
Overall fun 1st person shooter and is not graphic	Other
Great Game Thanks	Other
Awesome and 👍	Other
Plz stop making OP weapons.Its ruining the pg3d community	Other
I lost my data or what? I had an account with level 38 and everytime I sync data it won't give me my items back please help	Bug
I keep pressing the shoot button whatever I'm looking around it's so annoying please fix that!	Balance
Love this game and everything about it!	Other
I loved it	Other
Das Spiel ist cool	Other
It takes to much space it's not even worth it so anyone looking at this you have been warned IT TAKES TO MUCH SPACE	Bug
It's a great game	Other
It is so cool	Other
? I only rate 4 stars because it reset my progress after I completed story and had most guns. Also what is the sandbox mode for?	Bug
It's good and all but controls are more easy	Other
It's  very  good  but  can I have 100  money	Monetization
This is Good	Other
this game is a very fun game but one rule remains ....... have fun.	Other
Add bigger rewards as in coins and don't repeat 3 coins every single time. Also make gems less rare so the game will be more balanced	Monetization
E incrivel	Other
The game will not let me log in can you the delvopers please fix this bug	Bug
I think that there should be more than one map in sandbox, but everything else is great.	Balance
I love this to the greatest extent so smooth.But one thing is you get very little good stuff for coins it's only gems, so maybe you could possibly make gems slightly more common or even more every gems for leveling up	Monetization
It is so cool	Other
I hate it it blocled my acount and I didn't hack I bought coins and gems with MY money and it banned me	Other
Cool	Other
Good game would be even better if there were more of line modes	Balance
It lit and I like to create skins	Other
I like this game but they should drop the gem prices a little	Monetization
I loved it had everything a pixel game needs I mostly loved it because i could play with my friends in 1v1 and more	Other
I love this game so much it's the best	Other
You need to add  a New  zombie  livl	Balance
Cool	Other
Sooooooo pixel gun 3d. The game that scams you ALOT. I mean £12 for 300 gems! Also that's IN the event that's currently happening. U may not be reading this because your busy scamming people. Yeah I know you want money, but don't ask for RIDICULOUS PRICES. The game itself is good, whilst the currency is sooooooo hard to get that you have to play some hours to get one gun, or even days(if you want to buy it with gems). To improve this, please have a an achievements/quests that you can complete to get rewards, NOT HAVING ACHIEVEMENTS THAT RECORDS HOW MANY TIMES YOU JUMPED IN GAME. IF THAT'S CALLED AN ACHIEVEMENT, AT LEAST GIVE US A REWARD. I already suggested this but you never listen and you better be reading this because YOU ARE WASTING MY TIME, BECAUSE I FRICKIN' SAT HERE AND WROTE FORA GOOD 5 MINUTES OF MY LIFE, TRYING TO GET A POINT ACROSS BUT, NO, U WILL NEVER LISTEN AND KEEP SCAMMING PLAYERS. PIXEL GUN 3D YOUTUBERS AGREE WITH THIS.	Monetization
It's awesome	Other
Its the best game ever but I wish when u have 2 or more clan pictures they all save and fix the battle joins my friend is a level 31 and I'm a level 32 and I've seen a lot of level 31's in my lobby	Balance
I love this game	Other
I think it's amazing And cool	Other
I like the game boss	Other
Its the best game in the world	Other
THIS IS NOT RELAXING.Why becuase u RAGE !	Other
Needs new cool stuff	Other
Someone hacked into my account	Other
Most of my accounts get took in over then banned  please help	Other
The secondary currency is very hard to get but an overall great game	Monetization
Cool	Other
The game is good, but I don't have the armory button and no deathanimations. So many people don't have these features. Can you please add this back to all players? Thank you! Also can you please add the “Lucky Strike” in the next Easter Update back? Again Thank you!	Bug
COOL	Other
That is my favourite 3d pixel game ever	Other
Hi Iove it	Other
I love it so much	Other
It's so AWESOME!	Other
Angry Cheetos	Other
Hi pixel gun 3d can you please tell me how tò change team I wish to be in red team if you  would tell me I would be so happy  I'll  rate you on all stars on every mini-games on every thing on the store and do more suff that can make you happy ;) plz plz plz plz plz!	Balance
Please Update The Campaign Please	Other
Good  I guess	Other
Donald trump you are godless	Other
Perfect!	Other
Cool	Other
I love it the games but it takes way to much space	Bug
Very nice guns and cool pets	Other
TRÈS TRÈS BIEN	Other
I love this game	Other
OYUN COK GÜZEL!!!!!!	Other
Great	Other
Great 👍	Other
Its way better now	Other
Stop Skiing tho rate it I've rated it like 6 times	Other
Its great!the skins , easy control, its glitchy but still id play it any day!!	Other
The placement is broken the knockoffs are better and you suck cubic games Try better next time	Balance
Top	Other
Great game	Other
Really good and amazing maps. Good game play and amazing characters.	Other
The best game you guys will ever play just download it and have fun😎😎	Other
Trop cool	Other
I think this game is the best game ever so fun to play and cheers me up when I'm sad and so fun to scare friends	Other
Please I have an account then it can't get back I have so many things and more plzzzz        Fix this please I have an account. It doesn't even works it keeps saying. You have an cloud inventory and it's even doesn't work please fix this issue to save my previous  Account please fix it . I will rate 2 more stars all. Plz fix oh and one thing pls reduce the MB      of this game	Bug
I think its very addicting	Other
Its cool because is like minecraft with guns	Other
Improv the controls Other than that its ok	Balance
This is the BEST game ever. I honestly think everyone should experience the awesome game!!!!!!!!!!!!!!!! I mean everyone.😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊	Other
You should buy it is fun	Other
Pls make this game to be able to battle to other people even offline And add more coins and gems	Balance
Its A Really Good Game To Keep You Entertained And I Love It Can You Please Add A Prone And Crouch Button As Its A 1st Person Shooter Game!	Balance
I think its awesome i have a gun idea maybe it can be called the bloody death efficiency:23-27 gun type:special catogorie fire rate:46 capacity:30 mobility:23,plz like if u agree	Balance
Very fun	Other
It is OK I guess	Other
The best game EVER	Other
nice guns and pets	Other
I love the game soo much i play lt all the time time and keep on i proving it	Other
It's good                .	Other
Really good game but please can it be that it is a bit easier to get jems	Monetization
LOVED IT SO MUCK THANKSSS!!!	Other
This game is amazing	Other
Pixel gun is a very fascinating FPS to play. The complexity of the animation and simple Minecraft graphics really captured my attention, so excellent work Pixel Gun 3D!	Other
Nice game	Other
It's a nice game to play with other people	Other
Cannot update app but it used to be fun to play with my friends.	Other
Pg 3d is the best game	Other
So many weapons cool!	Other
This game is awesome you can get everything for free if you go on sociAL	Other
LOVE ERVERYTING BUT I GOT BAN FOR NO RESON I SPENT ALMOST 500 DOLLARS ON THIS GAME.Still Nothing PUBG IS BETTER	Other
Love it	Other
I like the game but I want it less space for my phone pleas if you can do it?	Bug
It is fun	Other
It is a time killer and good to play for no reason!!! 😍	Other
3 words awesome, fantastic,  interesting	Other
Its ok	Other
Nices game	Other
Thanks soooooooooooooo much for removing tickets, I had 1029 tickets from chests it was so annoying	Other
The best game in the world	Other
Awsome	Other
I thing that you can add ender dragon in the game and a new weapons	Other
This game is very fun makes me happy	Other
Coool	Other
Game rat hay thich hop cho ai choi game ban sung	Other
Its so cool	Other
Awesome game Iam a boy thanks for making this game	Other
Everything is fine, but what is the new feature since there is too much update? therw is nothing important though you guys just making this game cost too much storage on our devices,so please stop with this features	Monetization
It's cool just don't make good weponds turn trash	Balance
this game is amazing you shold add more guns to make it more asome 😀	Balance
the game is good the problem is lag everywhere i cant even enter the game now	Bug
Some guns need balancing but besides that amazing game.	Balance
Hstori	Other
Absolutely amazing the way to make this even better would be to add an alone mode as well as campaign to practise for matches such as a training mode	Balance
Cool	Other
Its too big I should have to clear 1.03gb to play	Bug
I love this game wow!!!	Other
Cooles game	Other
This game is the best shooting game and it has really good graphics and cool weapons and guns thanks do the developer for makeing this game	Other
I love this game and i want to get the ant hero rifle please😄😄😄😄😄😄	Other
Many noobs get the 100 gems i only knife and it would be lovley to use some gems on melee weapons and maybe try out some snipers	Monetization
It may glitch you  out but other than  that  is is so fun.	Bug
Can you give me 290 gem's please	Monetization
In the oriental lottery I absolutely won the steam revolver but it gave me 1 gem. It's a glitch	Monetization
Exellent game the controls need to be worked on but I love it	Other
This game is so awesome!😃😃😃	Other
trop cool	Other
This game brings back some mini memories and that's why i love it the most	Other
The golden friend is to expensive to upgrade and the ranking system from battles is broken right now so please fix this!!!!	Balance
This game is lovely u should play it but if ur a game freak try saving your currency's in the game U and  U can learn about peeps all over the world	Monetization
This is the best game I have ever played there I,Nothing more fun	Other
Its good but takes to muche room	Bug
This game is so much fun especially for multi-player mode. I play it with my son!! He enjoys this game so much!!	Balance
Es ist cool	Other
Itnis nice to play	Other
this game gereat	Other
I like how you made it Minecraft  game	Other
Because i play this game at 2016 until 2018 i still remember when i look this back 😁😎👍👍😏😎😁😀😊😄😆😉😀😇😂☺	Other
Very well created	Other
Great	Other
Game nice but türkish language fickle time 5 star	Other
Amazing, fun and a time waster for when I'm bored ;)	Other
Great	Other
It is like a call of duty game	Other
#BringBackRilisoft	Other
I got banned and I'm not hacking :/ it says my account was blocked but I stopped hacking in pixel gun and started playing fairly.	Other
It is so lit    The graphics are perfect kinda like Minecraft but way better	Graphics
Einfach cool	Other
I love this game I got to level 19 just in a 10 weeks	Balance
It awesome in general. The graphics, controls, it is all so simple and FUN!	Other
Used to be good. You used to be rewarded like 10 coins for getting to high rounds in arena, back when there were only 30 guns and armor didn't exist. Now, you can hardly get a coin and everyone is either 1. A hacker or 2. Pays for in-game currency. I know a 8 year old who got in trouble for spending 200 dollars in this game and still lost most of his matches. I wish this game was simply based on skill and determination to work to be good, not who has the most money. It used to be good...	Monetization
It is fun .	Other
This game is so fun it has so many things to do in it is adictive (:	Other
Great nice job but next update make a life haunted house  next halloween	Balance
I Highly recommend this game	Other
I am disappointed that a bug in the update restarted the progression of my friend, ForestNINJ@. Please fix this bug, as he is frustrated of losing his hard work.	Bug
ser  cool  spil	Other
This game is sooo good way better than pixel strike bring some more  gamemodes though like infected or gun game	Balance
The most awesome games ever!!!!	Other
Everything I've  ever wanted its the best game I've played so far 4/5 Stars because of lag	Other
It was really fun and it's a good game	Other
One of BEST pvp game ✌️👌☝️👍👍👍👍👍👍👍👍👍	Other
Cool	Other
Favorite. Game of all times	Other
I love this game but I only rate four stars and in Minecraft was five stars because this game most likely Minecraft and thanks for making this game and enjoynable and fun I like this game very much	Other
Use the hacks and its fun	Other
Love game must marry	Other
It's epic. Even better than COD and assholes combined just to make a shitstorm. Can you add more weapons into the game like a special gun that allows you to create portals that you can walk through? It should be a lwgendary grade cuz a bunch are gonna want it like me	Balance
This is best	Other
Its a good game	Other
Best game ever it has so many modes and so many cool guns it's unreal and you just have to play it. I have one problem which is the fact that every time you lucky spin you only get a skin,gems or coins	Other
It's great	Other
Ist sehr cool	Other
It made me make some youtube vids on it a short series  but i will uplaod it soon. And it is a fun fps game and Minecraft and cod together	Other
I love this game but people date, have you know what,people cuss on the game, people cyberbully and call you a noob and people brag that they win.It,s really dumb how all the 6 year old,s try to act like a grown teenager and how all the teenagers cuss and act little kids trying to be cool.By over all this game is awsome and the gameplay.It,s just the people that make the game a little bad.	Other
Well... Its good but Could you make another Map contest every May and October?	Balance
Daily gift one day	Other
The game is great and I reumend it	Other
